feature,gain
Phosphore,156.15975952148438
leaf_Otu0000052,151.27716064453125
Iron,149.0811767578125
Aluminium,113.87244415283203
leaf_Otu0000109,112.41046142578125
plant_OTU83,102.82627868652344
plant_Shannon,88.24176788330078
plant_OTU198,63.01816940307617
plant_OTU145,59.39208221435547
pH,55.21001052856445
leaf_Otu0000014,48.703895568847656
leaf_Otu0000096,48.60997772216797
root_Otu0000174,46.45445251464844
root_Otu0000144,40.913631439208984
PPT_sp,38.247528076171875
plant_OTU202,38.24744415283203
plant_OTU18,36.08342742919922
Sodium,35.81195068359375
root_Otu0000070,9.541224479675293
root_Otu0000163,9.495918273925781
root_Otu0000004,7.709535121917725
PPT_wt,7.367722034454346
MCMT,6.912805080413818
leaf_Otu0000117,6.755767822265625
Nitrogen,6.594657897949219
longitude,6.4281005859375
Manganese,5.953415870666504
plant_OTU113,5.476500034332275
leaf_Otu0000116,4.614575386047363
root_Otu0000989,4.420475006103516
Elevation,3.9463982582092285
leaf_Otu0000025,3.392033576965332
root_Otu0000076,3.0907223224639893
SOM,3.0895185470581055
leaf_Otu0000066,3.049776077270508
leaf_Otu0000030,2.6281442642211914
root_Otu0000019,2.157388687133789
WHC,2.1282477378845215
leaf_Otu0000094,2.0070762634277344
plant_OTU71,1.816293716430664
root_Otu0000002,1.7156416177749634
PPT_sm,1.6914730072021484
leaf_Otu0000002,1.6539802551269531
plant_OTU20,1.5923638343811035
plant_OTU16,1.5016331672668457
latitude,1.4967650175094604
