feature,gain
root_Otu0000076,4.995874404907227
leaf_Otu0000001,4.273072242736816
leaf_Otu0000015,4.143218517303467
plant_OTU202,3.7853407859802246
plant_OTU71,3.5313615798950195
OC,3.3744425773620605
root_Otu0000007,3.0270161628723145
Nitrogen,2.953242778778076
plant_richness,2.882051467895508
plant_OTU198,2.8526997566223145
pH,2.7254786491394043
MAT,2.629638195037842
Aluminium,2.599926471710205
longitude,2.5884151458740234
leaf_Otu0000029,2.5763885974884033
leaf_Otu0000246,2.3959743976593018
Calcium,2.370938301086426
Potassium,2.3234856128692627
leaf_Otu0000008,2.2950806617736816
leaf_Otu0000013,2.213961362838745
Elevation,2.1817574501037598
root_Otu0000075,2.142839193344116
PPT_wt,2.099900245666504
leaf_Otu0000066,1.9040248394012451
leaf_Otu0000002,1.6792287826538086
plant_OTU27,1.5293529033660889
Magnesium,1.5162239074707031
Sodium,1.478837013244629
plant_OTU143,1.461155652999878
root_Otu0000020,1.0640407800674438
