feature,gain
PPT_sp,97.19619750976562
plant_OTU113,94.59736633300781
leaf_Otu0000014,85.48033142089844
plant_OTU198,73.03659057617188
plant_OTU146,71.562744140625
leaf_Otu0000001,67.92356872558594
PPT_wt,66.35145568847656
leaf_Otu0000042,66.16988372802734
pH,65.47002410888672
Aluminium,59.961917877197266
WHC,58.985130310058594
plant_OTU83,51.41397476196289
plant_OTU3,48.05723190307617
plant_OTU10,40.15816116333008
leaf_Otu0000003,38.50727844238281
Manganese,32.827171325683594
plant_richness,18.368181228637695
plant_OTU15,14.860208511352539
latitude,13.790491104125977
root_Otu0000989,13.254831314086914
root_Otu0000004,12.026569366455078
PPT_sm,7.801419258117676
plant_OTU72,5.645402908325195
longitude,5.104983329772949
plant_OTU234,4.6773457527160645
root_Otu0000122,4.249615669250488
plant_OTU143,1.6519572734832764
leaf_Otu0000115,1.5713720321655273
leaf_Otu0000052,1.567724585533142
root_Otu0000026,1.5552515983581543
Magnesium,1.4323740005493164
Nitrogen,1.2423791885375977
plant_OTU87,1.1743278503417969
plant_OTU204,1.134251594543457
