feature,gain
WHC,29.675521850585938
leaf_Otu0000068,27.316354751586914
Phosphore,25.629467010498047
plant_OTU1,22.549814224243164
plant_OTU145,16.520536422729492
CN,16.499732971191406
plant_OTU10,16.1451473236084
leaf_Otu0000025,16.08567237854004
leaf_Otu0000109,15.935445785522461
PPT_sm,14.412841796875
Calcium,12.911587715148926
pH,10.863411903381348
Elevation,10.678255081176758
Iron,10.054981231689453
root_Otu0000238,9.247535705566406
root_Otu0000024,8.840044975280762
leaf_Otu0000012,8.680089950561523
leaf_Otu0000001,8.279878616333008
SOM,7.7467427253723145
latitude,7.599277973175049
leaf_Otu0000084,6.85391092300415
longitude,6.275966167449951
OC,6.2714762687683105
PPT_sp,6.042867660522461
leaf_Otu0000073,5.881089687347412
leaf_Otu0000067,5.875219345092773
Nitrogen,5.624151229858398
leaf_Otu0000037,5.23921012878418
leaf_Otu0000034,5.005960464477539
leaf_Otu0000003,4.9634552001953125
root_Otu0000026,4.655069351196289
plant_OTU216,4.252758502960205
leaf_Otu0000002,3.697103500366211
PPT_wt,3.5726423263549805
Magnesium,3.5518455505371094
root_Otu0000163,3.3473944664001465
leaf_Otu0000066,1.833586573600769
leaf_Otu0000365,1.4988417625427246
root_Otu0000030,1.1523728370666504
