feature,gain
leaf_Otu0000152,42.80048370361328
Sodium,21.918292999267578
leaf_Otu0000066,16.418893814086914
root_Otu0000122,10.972709655761719
leaf_Otu0000109,9.325907707214355
plant_OTU149,8.795113563537598
plant_OTU202,7.386824607849121
plant_OTU192,6.4975385665893555
Nitrogen,5.81612491607666
root_Otu0000102,5.347855567932129
Potassium,4.889216423034668
leaf_Otu0000012,4.779551982879639
root_Otu0000003,4.650875568389893
longitude,4.616980075836182
leaf_Otu0000003,4.2093329429626465
OC,4.145826816558838
Aluminium,3.306580066680908
plant_OTU109,3.0417299270629883
latitude,2.9979257583618164
leaf_Otu0000157,2.8301403522491455
Iron,2.7477166652679443
plant_OTU27,2.5895235538482666
leaf_Otu0000031,2.3589589595794678
plant_OTU18,2.3036227226257324
leaf_Otu0000025,1.9819841384887695
PPT_wt,1.6741873025894165
plant_OTU198,1.4087790250778198
