feature,gain
root_Otu0000144,13.226539611816406
leaf_Otu0000117,9.80336856842041
plant_OTU71,9.576005935668945
Aluminium,8.725700378417969
plant_OTU18,6.756474494934082
leaf_Otu0000096,6.71206521987915
MCMT,6.619625091552734
MAT,5.054116725921631
leaf_Otu0000004,4.7515869140625
Calcium,3.9395902156829834
leaf_Otu0000073,3.4159324169158936
Magnesium,3.1986207962036133
root_Otu0000070,3.14213228225708
plant_richness,2.9163546562194824
WHC,2.9047889709472656
SOM,2.4356343746185303
leaf_Otu0000137,2.3613498210906982
leaf_Otu0000013,2.2536396980285645
Nitrogen,2.2366933822631836
root_Otu0000011,2.1620872020721436
Manganese,2.1567609310150146
plant_Shannon,2.1539077758789062
pH,2.0065958499908447
root_Otu0000051,1.9108552932739258
CN,1.8701741695404053
root_Otu0000003,1.7880860567092896
latitude,1.7193701267242432
Potassium,1.6182197332382202
plant_OTU159,1.435530185699463
root_Otu0000007,1.3915445804595947
leaf_Otu0000365,1.2926777601242065
plant_OTU65,1.229474663734436
Elevation,1.1278116703033447
PPT_at,1.064495325088501
root_Otu0000121,1.0576951503753662
leaf_Otu0000067,1.0556498765945435
plant_OTU4,1.014984130859375
