feature,gain
leaf_Otu0000013,37.64483642578125
leaf_Otu0000015,36.38068389892578
leaf_Otu0000029,25.05898666381836
root_Otu0000146,22.94335174560547
Elevation,16.45440673828125
leaf_Otu0000033,15.091367721557617
Sodium,13.808857917785645
plant_OTU136,13.627063751220703
root_Otu0000021,12.308317184448242
leaf_Otu0000152,10.563339233398438
Nitrogen,10.350628852844238
WHC,9.584424018859863
plant_OTU27,8.941888809204102
leaf_Otu0000014,8.027698516845703
root_Otu0000238,7.8930511474609375
leaf_Otu0000078,7.527174472808838
PPT_sp,6.810230255126953
CN,5.969659805297852
OC,5.893798828125
pH,4.958678245544434
longitude,4.923605918884277
leaf_Otu0000001,4.736652374267578
leaf_Otu0000016,4.583105564117432
leaf_Otu0000246,4.368650436401367
leaf_Otu0000067,4.226074695587158
Calcium,3.902522563934326
root_Otu0000075,3.7884628772735596
Magnesium,3.7614266872406006
leaf_Otu0000003,3.7382006645202637
leaf_Otu0000074,3.3802223205566406
root_Otu0000003,3.228609800338745
Potassium,3.1716532707214355
MAT,3.0155141353607178
root_Otu0000258,2.879781484603882
leaf_Otu0000012,2.727301597595215
Phosphore,2.682882308959961
root_Otu0000199,2.5678327083587646
PPT_sm,2.3501346111297607
leaf_Otu0000120,2.315326452255249
leaf_Otu0000018,2.185307025909424
leaf_Otu0000117,2.0738883018493652
leaf_Otu0000089,1.937255620956421
plant_OTU202,1.9354007244110107
leaf_Otu0000004,1.8275370597839355
root_Otu0000020,1.796168327331543
latitude,1.79525625705719
plant_OTU87,1.671026349067688
plant_richness,1.6678552627563477
root_Otu0000005,1.618525505065918
leaf_Otu0000005,1.5666813850402832
Manganese,1.3045990467071533
plant_OTU71,1.191344976425171
Iron,1.142313838005066
root_Otu0000001,1.1071707010269165
leaf_Otu0000077,1.0379972457885742
plant_Shannon,1.0303525924682617
