feature,gain
leaf_Otu0000063,398.0794372558594
leaf_Otu0000100,296.00372314453125
leaf_Otu0000016,252.32330322265625
leaf_Otu0000051,140.15208435058594
root_Otu0000063,111.5419921875
root_Otu0000016,54.5986442565918
PPT_sm,7.156646251678467
root_Otu0000001,5.820266246795654
plant_OTU78,4.9738616943359375
leaf_Otu0000031,4.413887023925781
root_Otu0000100,4.217744827270508
leaf_Otu0000038,3.9394912719726562
MAT,3.546461820602417
leaf_Otu0000096,2.968730926513672
root_Otu0000051,2.9324162006378174
leaf_Otu0000035,2.906160831451416
plant_OTU49,2.523369073867798
Phosphore,2.4473159313201904
plant_OTU147,2.176922082901001
Sodium,2.145495891571045
plant_OTU65,2.12802791595459
root_Otu0000005,2.1228506565093994
PPT_wt,2.0671653747558594
leaf_Otu0000117,1.719350814819336
root_Otu0000046,1.7110528945922852
PPT_at,1.4248498678207397
root_Otu0000009,1.110800862312317
plant_OTU198,1.092839241027832
root_Otu0000122,1.089355230331421
