feature,gain
Iron,99.66046142578125
leaf_Otu0000031,86.06226348876953
leaf_Otu0000057,63.035579681396484
leaf_Otu0000074,62.17683792114258
root_Otu0000114,56.96639633178711
plant_OTU203,55.08386993408203
leaf_Otu0000070,51.03379821777344
MCMT,32.729766845703125
Aluminium,28.204885482788086
root_Otu0000284,20.086589813232422
leaf_Otu0000115,19.344881057739258
Sodium,18.882553100585938
leaf_Otu0000052,15.234783172607422
plant_OTU114,14.260936737060547
root_Otu0000021,12.905776977539062
root_Otu0000050,11.805807113647461
root_Otu0000007,10.90994644165039
leaf_Otu0000042,8.670500755310059
longitude,6.646803379058838
leaf_Otu0000089,6.212678909301758
leaf_Otu0000038,6.182750701904297
root_Otu0000017,5.586494445800781
leaf_Otu0000036,4.392185211181641
leaf_Otu0000005,3.8655004501342773
leaf_Otu0000003,3.566263198852539
plant_OTU109,3.5293445587158203
root_Otu0000122,3.4926788806915283
leaf_Otu0000365,3.3712470531463623
leaf_Otu0000066,3.1861019134521484
plant_OTU8,3.0303571224212646
leaf_Otu0000013,2.8576765060424805
root_Otu0000003,2.61315655708313
Magnesium,2.566053867340088
root_Otu0000075,2.557675838470459
root_Otu0000009,2.4696831703186035
leaf_Otu0000120,2.4061295986175537
root_Otu0000076,2.3773398399353027
leaf_Otu0000001,2.350008249282837
plant_OTU27,2.3003082275390625
root_Otu0000005,2.116973400115967
Calcium,2.022416830062866
root_Otu0000041,1.931239366531372
leaf_Otu0000067,1.763310194015503
CN,1.6509292125701904
latitude,1.5879764556884766
leaf_Otu0000004,1.5001826286315918
plant_Shannon,1.462037205696106
Phosphore,1.443434476852417
leaf_Otu0000073,1.3524560928344727
plant_OTU113,1.3431293964385986
plant_OTU132,1.0127272605895996
