feature,gain
plant_OTU78,6.461117744445801
Elevation,4.720259189605713
leaf_Otu0000015,4.345052242279053
longitude,3.8920276165008545
plant_OTU113,3.112377643585205
PPT_sp,3.078744411468506
plant_OTU149,2.8088223934173584
leaf_Otu0000031,2.721576452255249
Iron,2.44191312789917
leaf_Otu0000038,2.3515677452087402
WHC,2.2939000129699707
plant_OTU88,2.0769131183624268
leaf_Otu0000101,2.043980836868286
leaf_Otu0000010,1.8752765655517578
plant_OTU20,1.7991163730621338
plant_OTU18,1.7217801809310913
Nitrogen,1.648830533027649
root_Otu0000024,1.555600643157959
leaf_Otu0000013,1.5244381427764893
leaf_Otu0000117,1.4344590902328491
plant_OTU83,1.1833854913711548
