feature,gain
plant_OTU216,21.039735794067383
Sodium,20.5113582611084
pH,18.344135284423828
WHC,16.432743072509766
leaf_Otu0000012,15.037353515625
longitude,13.35557746887207
plant_richness,11.055046081542969
root_Otu0000026,10.774772644042969
root_Otu0000258,10.72824764251709
Potassium,9.976329803466797
leaf_Otu0000015,9.191417694091797
leaf_Otu0000042,9.179075241088867
leaf_Otu0000010,8.251791954040527
root_Otu0000007,7.51082706451416
PPT_at,6.434871196746826
Iron,5.907081127166748
plant_OTU147,5.8106489181518555
leaf_Otu0000070,5.619388580322266
plant_OTU78,5.192312717437744
Calcium,5.154598236083984
Nitrogen,5.043581485748291
leaf_Otu0000077,4.954930782318115
latitude,4.595127582550049
plant_OTU27,4.224194526672363
plant_OTU113,4.1765899658203125
leaf_Otu0000057,4.146909713745117
leaf_Otu0000137,4.034816265106201
plant_OTU198,3.446498155593872
PPT_wt,2.899057388305664
root_Otu0000989,2.849637508392334
plant_OTU154,2.846374034881592
plant_OTU7,2.7808995246887207
leaf_Otu0000014,2.7026262283325195
plant_OTU100,2.6584465503692627
leaf_Otu0000027,2.5663585662841797
plant_OTU67,2.3550400733947754
OC,2.173671245574951
leaf_Otu0000013,2.0726613998413086
PPT_sp,2.0713248252868652
leaf_Otu0000033,2.0655267238616943
PPT_sm,1.961869239807129
leaf_Otu0000004,1.9416182041168213
leaf_Otu0000003,1.921614170074463
plant_OTU143,1.739482045173645
plant_OTU159,1.5616281032562256
leaf_Otu0000016,1.3377575874328613
leaf_Otu0000073,1.2784960269927979
Aluminium,1.21567702293396
plant_Shannon,1.2083543539047241
plant_OTU1,1.148025631904602
Phosphore,1.1039597988128662
