feature,gain
root_Otu0000005,42.07098388671875
root_Otu0000009,18.13129425048828
root_Otu0000028,10.793696403503418
root_Otu0000058,5.670268535614014
leaf_Otu0000009,3.812216281890869
PPT_at,2.4880738258361816
root_Otu0000001,2.110701084136963
leaf_Otu0000089,2.0167312622070312
PPT_wt,1.9298774003982544
OC,1.865420937538147
leaf_Otu0000036,1.8213255405426025
leaf_Otu0000003,1.6585748195648193
leaf_Otu0000004,1.5271315574645996
Magnesium,1.4816155433654785
plant_OTU203,1.3014802932739258
plant_OTU113,1.2631399631500244
leaf_Otu0000073,1.2078351974487305
leaf_Otu0000120,1.145517349243164
CN,1.0693743228912354
