feature,gain
root_Otu0000021,16.585805892944336
leaf_Otu0000013,11.189106941223145
plant_OTU113,10.122518539428711
longitude,7.517256736755371
PPT_at,7.353358268737793
plant_OTU16,7.016458988189697
Elevation,6.922852516174316
plant_OTU100,6.870362758636475
plant_OTU67,6.757875919342041
WHC,6.732738494873047
plant_OTU132,6.2593889236450195
OC,6.066135406494141
PPT_sp,6.037282943725586
plant_OTU27,6.0080976486206055
root_Otu0000020,5.977723598480225
PPT_sm,5.334352016448975
root_Otu0000005,5.11746072769165
plant_OTU159,4.959826469421387
plant_OTU87,4.884824752807617
root_Otu0000003,4.392926216125488
latitude,4.308731555938721
plant_OTU18,4.137798309326172
plant_OTU202,3.896453619003296
Sodium,3.7925236225128174
Nitrogen,3.650744915008545
root_Otu0000011,3.4755072593688965
pH,3.347454309463501
Calcium,3.2365124225616455
Magnesium,3.1365926265716553
leaf_Otu0000009,3.1147818565368652
plant_OTU196,3.0993733406066895
leaf_Otu0000003,2.9859447479248047
leaf_Otu0000004,2.952157497406006
leaf_Otu0000010,2.930680274963379
leaf_Otu0000070,2.9061121940612793
root_Otu0000009,2.615386962890625
leaf_Otu0000016,2.5453362464904785
Phosphore,2.202761650085449
root_Otu0000258,1.9510259628295898
plant_OTU143,1.9201476573944092
leaf_Otu0000002,1.9167680740356445
plant_OTU234,1.7956962585449219
plant_OTU198,1.6335375308990479
root_Otu0000146,1.596411943435669
Iron,1.4935556650161743
Potassium,1.412696123123169
CN,1.2698140144348145
root_Otu0000016,1.2419371604919434
leaf_Otu0000038,1.1996374130249023
plant_OTU3,1.1799800395965576
MAT,1.0846822261810303
