feature,gain
leaf_Otu0000006,443.8552551269531
root_Otu0000009,220.24281311035156
leaf_Otu0000016,160.646484375
root_Otu0000006,132.60397338867188
root_Otu0000028,80.12262725830078
root_Otu0000017,77.80217742919922
leaf_Otu0000120,56.70482635498047
root_Otu0000058,35.603023529052734
root_Otu0000011,34.44944381713867
longitude,9.091667175292969
PPT_wt,8.952138900756836
leaf_Otu0000017,8.332558631896973
plant_OTU1,7.95582389831543
leaf_Otu0000084,6.0886993408203125
leaf_Otu0000073,6.080057144165039
leaf_Otu0000038,4.706027984619141
leaf_Otu0000008,4.506022930145264
plant_OTU203,4.290566921234131
leaf_Otu0000004,3.7388150691986084
leaf_Otu0000031,2.6639022827148438
leaf_Otu0000009,1.7900123596191406
root_Otu0000016,1.6877059936523438
leaf_Otu0000011,1.5970243215560913
leaf_Otu0000057,1.3678457736968994
pH,1.290618896484375
Elevation,1.2667617797851562
plant_OTU71,1.1814172267913818
leaf_Otu0000013,1.0600500106811523
