feature,gain
leaf_Otu0000010,20.623374938964844
root_Otu0000122,18.942914962768555
leaf_Otu0000089,18.521440505981445
leaf_Otu0000074,18.509199142456055
plant_Shannon,16.262842178344727
root_Otu0000258,13.162976264953613
pH,12.61113166809082
Calcium,11.81917667388916
Sodium,11.62962532043457
leaf_Otu0000068,11.610214233398438
PPT_at,11.356389999389648
plant_OTU20,10.49085807800293
leaf_Otu0000008,10.471708297729492
plant_richness,10.43722152709961
plant_OTU113,10.217575073242188
leaf_Otu0000051,8.788804054260254
root_Otu0000102,8.312398910522461
CN,8.023348808288574
MAT,7.9592390060424805
leaf_Otu0000015,7.59562349319458
leaf_Otu0000013,6.915167808532715
WHC,6.913359642028809
leaf_Otu0000004,6.565145969390869
root_Otu0000006,6.267361164093018
Magnesium,5.615034580230713
leaf_Otu0000005,5.4494709968566895
leaf_Otu0000011,5.041274070739746
leaf_Otu0000029,5.020565986633301
MCMT,4.8818464279174805
plant_OTU192,4.708861351013184
leaf_Otu0000032,4.648377895355225
plant_OTU202,4.574463367462158
root_Otu0000049,4.5436506271362305
Potassium,4.368332862854004
plant_OTU27,4.13346004486084
root_Otu0000100,3.525181770324707
leaf_Otu0000078,3.50909423828125
plant_OTU67,3.241917371749878
root_Otu0000007,3.0294864177703857
root_Otu0000146,3.0219054222106934
plant_OTU65,2.9686691761016846
plant_OTU78,2.8043582439422607
leaf_Otu0000003,2.7351784706115723
leaf_Otu0000016,2.553671360015869
root_Otu0000011,2.398097515106201
PPT_sp,2.358409881591797
plant_OTU8,2.198756694793701
plant_OTU87,1.9284782409667969
root_Otu0000001,1.734041452407837
plant_OTU15,1.6632869243621826
root_Otu0000020,1.6449668407440186
leaf_Otu0000093,1.563946008682251
