feature,gain
leaf_Otu0000084,10.857861518859863
root_Otu0000006,9.715900421142578
pH,8.513201713562012
Nitrogen,8.438851356506348
CN,8.17174243927002
root_Otu0000005,8.109374046325684
Calcium,7.244649410247803
leaf_Otu0000014,7.200438499450684
leaf_Otu0000031,6.946824073791504
root_Otu0000121,6.4139838218688965
root_Otu0000144,6.055901527404785
Aluminium,5.911489009857178
leaf_Otu0000052,5.661774158477783
Elevation,5.495426177978516
root_Otu0000001,5.33298921585083
plant_OTU204,4.487630844116211
leaf_Otu0000078,4.195209503173828
latitude,3.9878170490264893
root_Otu0000009,3.8172638416290283
leaf_Otu0000003,3.622573137283325
