feature,gain
plant_OTU204,16.841896057128906
latitude,13.357738494873047
root_Otu0000049,10.547077178955078
plant_OTU16,9.958968162536621
root_Otu0000001,9.112659454345703
Elevation,8.347007751464844
root_Otu0000003,6.373492240905762
leaf_Otu0000084,6.130332946777344
Sodium,5.9604573249816895
leaf_Otu0000013,5.812697887420654
leaf_Otu0000004,5.652512550354004
WHC,5.424477577209473
Potassium,4.931889533996582
plant_richness,4.901688098907471
leaf_Otu0000032,4.546688079833984
pH,4.189064025878906
root_Otu0000009,3.9180965423583984
OC,3.884921073913574
Phosphore,3.76017165184021
root_Otu0000258,3.279801368713379
PPT_sm,3.2303059101104736
plant_OTU216,2.7936577796936035
plant_Shannon,2.791423797607422
Magnesium,2.5165772438049316
plant_OTU71,2.2302286624908447
leaf_Otu0000029,1.8292335271835327
leaf_Otu0000246,1.7462656497955322
leaf_Otu0000120,1.521310806274414
PPT_wt,1.4977366924285889
plant_OTU20,1.3609235286712646
root_Otu0000146,1.2955431938171387
root_Otu0000017,1.2941155433654785
leaf_Otu0000034,1.2734792232513428
CN,1.087791919708252
leaf_Otu0000003,1.0581806898117065
