feature,gain
leaf_Otu0000115,11.169784545898438
latitude,6.556551456451416
Iron,6.483893394470215
longitude,6.169072151184082
Elevation,6.148866653442383
plant_OTU154,5.9777021408081055
PPT_sm,5.0517425537109375
plant_OTU1,4.571323394775391
MCMT,3.9965789318084717
PPT_wt,3.869004964828491
plant_OTU10,3.794440507888794
leaf_Otu0000109,3.6306073665618896
leaf_Otu0000101,3.429678440093994
plant_OTU132,3.4146223068237305
Magnesium,3.331909656524658
Phosphore,3.0369439125061035
root_Otu0000007,2.573840618133545
Calcium,1.9322500228881836
PPT_at,1.7678086757659912
leaf_Otu0000025,1.5239465236663818
root_Otu0000004,1.437457799911499
plant_OTU18,1.226585865020752
plant_OTU113,1.2014609575271606
leaf_Otu0000010,1.1406004428863525
Potassium,1.105761170387268
