feature,gain
leaf_Otu0000044,5.73006534576416
WHC,4.945128440856934
Phosphore,4.581393718719482
longitude,3.0342724323272705
latitude,2.689204216003418
MCMT,2.6106576919555664
root_Otu0000001,2.056450605392456
Magnesium,1.771101713180542
leaf_Otu0000117,1.770984411239624
root_Otu0000146,1.688509464263916
Nitrogen,1.596897840499878
leaf_Otu0000094,1.5775418281555176
Potassium,1.5296392440795898
CN,1.3236024379730225
MAT,1.127681016921997
leaf_Otu0000032,1.1131560802459717
leaf_Otu0000036,1.0494014024734497
Elevation,1.0082449913024902
