feature,gain
leaf_Otu0000030,1764.5361328125
root_Otu0000030,992.4844970703125
leaf_Otu0000008,340.4829406738281
plant_OTU202,280.6926574707031
root_Otu0000064,252.1588134765625
plant_OTU198,195.845458984375
root_Otu0000156,179.926513671875
latitude,174.43458557128906
root_Otu0000001,172.16790771484375
MCMT,156.8565216064453
plant_OTU20,156.8175506591797
leaf_Otu0000179,151.19912719726562
plant_OTU67,145.3362579345703
pH,130.68875122070312
OC,105.1217041015625
CN,99.94688415527344
leaf_Otu0000042,89.47026062011719
root_Otu0000007,87.10712432861328
longitude,83.8457260131836
plant_OTU145,65.9122543334961
PPT_sp,61.6025505065918
Potassium,58.75859832763672
leaf_Otu0000003,57.3414421081543
root_Otu0000005,57.0260124206543
root_Otu0000284,47.48422622680664
plant_OTU132,47.1749153137207
SOM,44.387054443359375
plant_OTU15,42.10838317871094
Magnesium,40.66252899169922
plant_Shannon,39.389129638671875
plant_OTU234,37.292327880859375
WHC,36.95940017700195
leaf_Otu0000365,36.852359771728516
plant_OTU4,36.171180725097656
plant_OTU49,28.71277618408203
leaf_Otu0000012,28.57172393798828
MAT,26.515228271484375
leaf_Otu0000044,25.242868423461914
plant_OTU203,22.34086799621582
plant_OTU109,21.504087448120117
plant_OTU10,21.44976234436035
leaf_Otu0000036,20.548717498779297
leaf_Otu0000077,20.370336532592773
leaf_Otu0000034,20.14617156982422
leaf_Otu0000032,19.497650146484375
leaf_Otu0000089,19.491413116455078
Elevation,19.290603637695312
leaf_Otu0000070,18.93712043762207
plant_OTU143,18.2279052734375
plant_OTU46,17.54828643798828
Iron,17.53123664855957
leaf_Otu0000096,15.36387825012207
plant_OTU100,15.037775993347168
leaf_Otu0000093,14.190187454223633
PPT_wt,9.627431869506836
root_Otu0000024,9.116125106811523
plant_OTU65,9.028807640075684
leaf_Otu0000027,8.848645210266113
leaf_Otu0000037,7.708900451660156
root_Otu0000026,7.706926345825195
leaf_Otu0000078,6.978187561035156
plant_OTU159,6.7853875160217285
leaf_Otu0000031,6.676265716552734
plant_OTU196,6.5498833656311035
plant_OTU16,6.208324909210205
leaf_Otu0000067,5.08058500289917
leaf_Otu0000006,4.92017126083374
PPT_sm,4.258662700653076
plant_OTU154,4.130925178527832
Phosphore,4.101452350616455
plant_OTU149,3.8810806274414062
leaf_Otu0000001,3.8736138343811035
leaf_Otu0000115,3.854050874710083
leaf_Otu0000116,3.4316940307617188
leaf_Otu0000005,3.391964912414551
plant_OTU179,3.2763662338256836
leaf_Otu0000025,3.1878623962402344
leaf_Otu0000033,3.102937936782837
leaf_Otu0000246,2.721400022506714
Nitrogen,2.5733158588409424
leaf_Otu0000013,2.48728609085083
leaf_Otu0000023,2.4269561767578125
leaf_Otu0000052,2.326852321624756
root_Otu0000003,2.325411081314087
plant_OTU87,2.2924234867095947
plant_richness,2.2862770557403564
leaf_Otu0000010,2.1593708992004395
leaf_Otu0000009,2.1418631076812744
plant_OTU204,2.1075141429901123
root_Otu0000021,2.102095603942871
leaf_Otu0000016,2.0851669311523438
leaf_Otu0000004,2.0630106925964355
Calcium,2.0286943912506104
Sodium,2.0099735260009766
plant_OTU8,1.9171117544174194
leaf_Otu0000011,1.8735506534576416
Manganese,1.8620632886886597
root_Otu0000122,1.846274733543396
plant_OTU3,1.8392937183380127
root_Otu0000016,1.8015382289886475
plant_OTU113,1.7969270944595337
plant_OTU136,1.7619974613189697
plant_OTU1,1.7487953901290894
plant_OTU223,1.7467046976089478
PPT_at,1.7388403415679932
plant_OTU71,1.7225852012634277
Aluminium,1.7126284837722778
plant_OTU27,1.692586064338684
plant_OTU216,1.6727259159088135
plant_OTU83,1.6656289100646973
leaf_Otu0000029,1.5735300779342651
leaf_Otu0000017,1.5587207078933716
root_Otu0000049,1.5331904888153076
plant_OTU192,1.3133039474487305
leaf_Otu0000015,1.3115320205688477
leaf_Otu0000022,1.2609853744506836
root_Otu0000020,1.2398500442504883
root_Otu0000070,1.225304126739502
leaf_Otu0000068,1.2213492393493652
plant_OTU88,1.170335292816162
leaf_Otu0000137,1.1015093326568604
