feature,gain
Phosphore,3.1410374641418457
Magnesium,2.788506031036377
latitude,2.605320930480957
leaf_Otu0000001,2.5797693729400635
CN,2.577587842941284
Elevation,2.290861129760742
MCMT,2.207812786102295
plant_Shannon,2.185739040374756
Aluminium,2.181818962097168
plant_OTU16,2.050255537033081
plant_OTU132,1.8324863910675049
Sodium,1.8094291687011719
leaf_Otu0000011,1.5436558723449707
root_Otu0000100,1.5237319469451904
WHC,1.4712719917297363
leaf_Otu0000051,1.4349733591079712
leaf_Otu0000137,1.0900737047195435
