feature,gain
root_Otu0000011,23.01267433166504
leaf_Otu0000016,14.43969440460205
leaf_Otu0000011,8.166858673095703
root_Otu0000016,6.024930953979492
plant_OTU198,4.9734015464782715
root_Otu0000051,3.629084825515747
pH,3.4119644165039062
plant_OTU192,2.169029951095581
leaf_Otu0000005,2.005095958709717
root_Otu0000063,1.3334205150604248
PPT_at,1.3292818069458008
plant_OTU136,1.2386714220046997
PPT_wt,1.1377487182617188
latitude,1.1036278009414673
longitude,1.0333647727966309
plant_OTU113,1.0193655490875244
