feature,gain
leaf_Otu0000010,4.821043491363525
leaf_Otu0000015,4.809298038482666
latitude,4.694614410400391
leaf_Otu0000013,4.616268634796143
PPT_sp,4.591893672943115
leaf_Otu0000025,4.044675827026367
plant_OTU198,4.025489807128906
leaf_Otu0000035,3.799179792404175
leaf_Otu0000078,3.710876941680908
CN,3.016355037689209
Nitrogen,2.4300124645233154
Manganese,2.153346538543701
root_Otu0000004,1.7710051536560059
Sodium,1.6629462242126465
PPT_at,1.3815950155258179
leaf_Otu0000042,1.2972404956817627
plant_OTU216,1.1357979774475098
root_Otu0000003,1.0291749238967896
PPT_wt,1.0168805122375488
