feature,gain
leaf_Otu0000029,149.2399139404297
leaf_Otu0000074,137.62640380859375
leaf_Otu0000013,125.45868682861328
pH,44.7423095703125
Sodium,31.624677658081055
root_Otu0000020,17.57501983642578
root_Otu0000050,15.226552963256836
leaf_Otu0000031,6.449045658111572
plant_OTU204,5.015867233276367
root_Otu0000102,3.7251205444335938
leaf_Otu0000067,3.404902458190918
plant_OTU216,3.211414098739624
longitude,3.1087145805358887
plant_OTU149,3.089806318283081
leaf_Otu0000002,3.080012321472168
leaf_Otu0000101,2.714522361755371
root_Otu0000004,2.600618362426758
root_Otu0000075,2.4637880325317383
plant_OTU1,2.0419998168945312
Aluminium,1.1315574645996094
