feature,gain
leaf_Otu0000078,5.897598743438721
leaf_Otu0000014,4.610758304595947
root_Otu0000058,3.50968337059021
longitude,2.785979747772217
latitude,2.471099615097046
SOM,1.9486377239227295
OC,1.7935917377471924
root_Otu0000146,1.787376046180725
Sodium,1.726914644241333
root_Otu0000005,1.6635998487472534
plant_OTU154,1.420415997505188
Phosphore,1.3917917013168335
MAT,1.3473968505859375
leaf_Otu0000365,1.262132167816162
plant_OTU113,1.1666066646575928
root_Otu0000006,1.1513229608535767
Iron,1.08333158493042
