feature,gain
root_Otu0000004,38.48601150512695
root_Otu0000284,37.008811950683594
plant_OTU159,27.41740608215332
leaf_Otu0000109,22.417112350463867
Potassium,20.967233657836914
PPT_sp,19.860403060913086
Elevation,17.724729537963867
leaf_Otu0000077,17.012102127075195
plant_OTU202,15.077341079711914
plant_OTU46,13.392452239990234
plant_OTU113,12.690940856933594
root_Otu0000003,9.498868942260742
root_Otu0000007,9.049240112304688
plant_OTU7,6.922171115875244
plant_OTU88,5.885856628417969
leaf_Otu0000067,4.699213027954102
Phosphore,4.400652885437012
root_Otu0000001,3.7653884887695312
PPT_sm,3.3469924926757812
Nitrogen,3.332442283630371
root_Otu0000122,3.1199254989624023
plant_OTU179,2.5572595596313477
CN,2.5467028617858887
plant_OTU49,2.5212087631225586
MAT,2.4882566928863525
leaf_Otu0000013,2.4846367835998535
root_Otu0000020,2.366947650909424
Iron,2.338242530822754
Calcium,2.2840816974639893
latitude,2.0161025524139404
leaf_Otu0000002,1.9510540962219238
Magnesium,1.87455415725708
longitude,1.802991509437561
plant_Shannon,1.7877758741378784
leaf_Otu0000004,1.6937124729156494
leaf_Otu0000057,1.690208911895752
Aluminium,1.6560046672821045
leaf_Otu0000068,1.6039892435073853
MCMT,1.5405457019805908
plant_richness,1.5268055200576782
leaf_Otu0000093,1.5125826597213745
PPT_at,1.5002440214157104
Manganese,1.3775079250335693
WHC,1.3642044067382812
plant_OTU1,1.3278509378433228
leaf_Otu0000029,1.3175997734069824
plant_OTU71,1.3020753860473633
leaf_Otu0000115,1.2298738956451416
plant_OTU109,1.2100706100463867
leaf_Otu0000015,1.1948552131652832
Sodium,1.1181917190551758
plant_OTU192,1.0789809226989746
leaf_Otu0000003,1.041046142578125
plant_OTU154,1.0218136310577393
root_Otu0000024,1.0217790603637695
