feature,gain
Elevation,11.710431098937988
PPT_at,8.352080345153809
PPT_sm,6.515901565551758
MCMT,6.24989128112793
plant_OTU16,6.040705680847168
root_Otu0000122,5.525293350219727
plant_OTU67,4.911596775054932
root_Otu0000016,4.747646331787109
longitude,4.400824546813965
plant_OTU192,4.358367443084717
MAT,3.9643688201904297
plant_OTU71,3.919024705886841
root_Otu0000003,3.860156774520874
leaf_Otu0000005,3.8369176387786865
root_Otu0000156,3.7427639961242676
leaf_Otu0000014,3.5913829803466797
plant_OTU3,3.5223021507263184
plant_OTU100,3.489537239074707
PPT_sp,3.279759168624878
pH,3.0860350131988525
plant_OTU202,2.994550943374634
leaf_Otu0000070,2.9662859439849854
plant_OTU198,2.8319172859191895
Potassium,2.7497825622558594
Sodium,2.4186086654663086
root_Otu0000011,2.4133925437927246
leaf_Otu0000013,2.3446085453033447
plant_OTU143,2.3432366847991943
root_Otu0000007,2.328340530395508
Magnesium,2.308225393295288
plant_OTU15,2.2972137928009033
leaf_Otu0000008,2.0250139236450195
leaf_Otu0000006,1.949026107788086
root_Otu0000005,1.942697525024414
Nitrogen,1.9081672430038452
CN,1.8758554458618164
plant_OTU87,1.8684295415878296
leaf_Otu0000002,1.8028870820999146
leaf_Otu0000016,1.7768831253051758
leaf_Otu0000067,1.756316900253296
latitude,1.7259795665740967
Aluminium,1.715031623840332
plant_OTU113,1.609936237335205
OC,1.5572552680969238
Calcium,1.5143064260482788
plant_OTU27,1.4447413682937622
root_Otu0000199,1.3858048915863037
leaf_Otu0000004,1.3661293983459473
root_Otu0000121,1.353577971458435
leaf_Otu0000015,1.3063788414001465
plant_OTU88,1.2702113389968872
Phosphore,1.2110273838043213
leaf_Otu0000120,1.1401489973068237
root_Otu0000020,1.1195223331451416
leaf_Otu0000003,1.0038533210754395
plant_OTU159,1.0037881135940552
