feature,gain
leaf_Otu0000052,21.979825973510742
leaf_Otu0000152,16.46284294128418
leaf_Otu0000004,13.02763557434082
plant_OTU27,8.989537239074707
leaf_Otu0000115,7.684198379516602
leaf_Otu0000003,7.037456512451172
leaf_Otu0000010,7.016520023345947
latitude,6.903678894042969
Elevation,6.810389995574951
plant_OTU216,6.4430251121521
Nitrogen,6.070460319519043
leaf_Otu0000025,4.9210357666015625
Sodium,4.830232620239258
leaf_Otu0000018,4.783234119415283
leaf_Otu0000246,4.684651851654053
longitude,4.6466383934021
PPT_sp,4.5523271560668945
pH,4.453403949737549
OC,3.9977598190307617
MCMT,3.9585132598876953
PPT_wt,3.5766334533691406
plant_OTU132,3.3654446601867676
leaf_Otu0000001,3.1263840198516846
CN,3.000659704208374
root_Otu0000019,2.409111499786377
root_Otu0000258,2.1703879833221436
leaf_Otu0000084,1.93604576587677
leaf_Otu0000078,1.7631807327270508
Iron,1.6232528686523438
plant_Shannon,1.4141030311584473
leaf_Otu0000013,1.3796660900115967
plant_OTU71,1.301342487335205
plant_OTU100,1.256564974784851
root_Otu0000020,1.2234916687011719
root_Otu0000024,1.1802500486373901
PPT_sm,1.1094307899475098
