feature,gain
leaf_Otu0000025,568.86083984375
root_Otu0000030,525.9977416992188
leaf_Otu0000030,358.2824401855469
latitude,263.1116638183594
PPT_sm,151.7967987060547
root_Otu0000064,114.12249755859375
plant_richness,66.06379699707031
MCMT,62.60091781616211
leaf_Otu0000004,53.0225830078125
PPT_wt,51.46099853515625
Aluminium,42.38425064086914
Sodium,35.790855407714844
leaf_Otu0000010,34.673057556152344
plant_OTU143,34.00690460205078
leaf_Otu0000012,30.271099090576172
root_Otu0000026,30.005563735961914
Iron,28.631267547607422
plant_OTU109,22.279855728149414
leaf_Otu0000027,20.519886016845703
plant_OTU198,18.302003860473633
CN,17.294574737548828
Potassium,16.93165397644043
root_Otu0000041,16.100040435791016
root_Otu0000001,14.376856803894043
leaf_Otu0000115,14.278704643249512
plant_OTU216,14.11671257019043
leaf_Otu0000084,12.809724807739258
root_Otu0000021,12.406169891357422
MAT,10.656246185302734
plant_OTU196,6.927696228027344
plant_OTU204,6.800182342529297
leaf_Otu0000035,6.565878391265869
leaf_Otu0000094,5.766876220703125
leaf_Otu0000008,5.706147193908691
leaf_Otu0000001,5.518728256225586
plant_OTU154,5.462759971618652
Magnesium,5.324152946472168
root_Otu0000258,5.198832988739014
plant_OTU49,5.183187484741211
WHC,4.763335704803467
leaf_Otu0000018,4.374042987823486
OC,3.726386308670044
pH,3.665496826171875
plant_OTU7,3.5909502506256104
leaf_Otu0000157,3.578697919845581
Calcium,3.430680751800537
plant_OTU8,3.4276187419891357
root_Otu0000156,3.2992043495178223
Nitrogen,3.0500218868255615
leaf_Otu0000077,2.6474595069885254
plant_OTU10,2.607875347137451
plant_OTU203,2.602193832397461
Elevation,2.476438522338867
plant_Shannon,2.2700247764587402
leaf_Otu0000003,2.1199023723602295
plant_OTU18,2.08304500579834
plant_OTU1,2.0612809658050537
plant_OTU65,2.025084972381592
Phosphore,1.9090993404388428
root_Otu0000076,1.8997879028320312
plant_OTU46,1.874863624572754
root_Otu0000003,1.8449702262878418
plant_OTU149,1.8237476348876953
plant_OTU71,1.7770195007324219
plant_OTU179,1.7553845643997192
plant_OTU100,1.7369444370269775
root_Otu0000007,1.688576579093933
leaf_Otu0000044,1.615769386291504
PPT_sp,1.4553866386413574
root_Otu0000114,1.4502677917480469
leaf_Otu0000109,1.3882160186767578
leaf_Otu0000006,1.366133213043213
PPT_at,1.3652584552764893
plant_OTU4,1.2003300189971924
plant_OTU88,1.1649856567382812
SOM,1.0752394199371338
root_Otu0000122,1.0210981369018555
plant_OTU113,1.0080416202545166
plant_OTU132,1.0012816190719604
