feature,gain
Phosphore,47.14402770996094
plant_OTU27,27.002370834350586
Magnesium,20.691558837890625
leaf_Otu0000015,20.209678649902344
plant_OTU8,18.958904266357422
leaf_Otu0000030,18.92383575439453
Sodium,18.740747451782227
SOM,16.503589630126953
root_Otu0000030,16.217361450195312
latitude,15.93497085571289
leaf_Otu0000109,15.231958389282227
leaf_Otu0000032,14.525157928466797
leaf_Otu0000152,13.441766738891602
longitude,13.050556182861328
PPT_sm,11.945127487182617
OC,9.885538101196289
Potassium,9.589189529418945
root_Otu0000002,9.503753662109375
plant_OTU146,9.411974906921387
plant_OTU88,9.196368217468262
leaf_Otu0000004,7.762552738189697
plant_OTU114,7.479935646057129
leaf_Otu0000014,7.04142951965332
leaf_Otu0000042,6.55947732925415
leaf_Otu0000002,6.470413684844971
plant_OTU7,5.984511375427246
root_Otu0000024,5.803609848022461
MAT,5.76060152053833
leaf_Otu0000009,5.475257873535156
leaf_Otu0000027,5.224013328552246
leaf_Otu0000033,4.812861919403076
plant_OTU83,4.668557167053223
root_Otu0000076,4.346471786499023
pH,4.045302867889404
leaf_Otu0000120,3.658280849456787
leaf_Otu0000025,3.5612504482269287
plant_OTU154,3.36914324760437
root_Otu0000258,3.216217279434204
leaf_Otu0000115,3.135643482208252
Elevation,2.871917247772217
plant_OTU67,2.2287471294403076
root_Otu0000005,1.7956739664077759
leaf_Otu0000078,1.5811659097671509
WHC,1.1032171249389648
