population,latitude,longitude,Elevation,MAT,MCMT,PPT_wt,PPT_sp,PPT_sm,PPT_at,Nitrogen,CN,pH,Phosphore,Calcium,Magnesium,Sodium,Potassium,Iron,Aluminium,WHC,OC,SOM,Manganese,leaf_Otu0000001,leaf_Otu0000002,leaf_Otu0000003,leaf_Otu0000004,leaf_Otu0000005,leaf_Otu0000006,leaf_Otu0000008,leaf_Otu0000009,leaf_Otu0000010,leaf_Otu0000011,leaf_Otu0000012,leaf_Otu0000013,leaf_Otu0000014,leaf_Otu0000015,leaf_Otu0000016,leaf_Otu0000017,leaf_Otu0000018,leaf_Otu0000022,leaf_Otu0000023,leaf_Otu0000025,leaf_Otu0000027,leaf_Otu0000028,leaf_Otu0000029,leaf_Otu0000030,leaf_Otu0000031,leaf_Otu0000032,leaf_Otu0000033,leaf_Otu0000034,leaf_Otu0000035,leaf_Otu0000036,leaf_Otu0000037,leaf_Otu0000038,leaf_Otu0000042,leaf_Otu0000044,leaf_Otu0000051,leaf_Otu0000052,leaf_Otu0000057,leaf_Otu0000058,leaf_Otu0000063,leaf_Otu0000066,leaf_Otu0000067,leaf_Otu0000068,leaf_Otu0000070,leaf_Otu0000073,leaf_Otu0000074,leaf_Otu0000077,leaf_Otu0000078,leaf_Otu0000084,leaf_Otu0000089,leaf_Otu0000093,leaf_Otu0000094,leaf_Otu0000096,leaf_Otu0000100,leaf_Otu0000101,leaf_Otu0000109,leaf_Otu0000115,leaf_Otu0000116,leaf_Otu0000117,leaf_Otu0000120,leaf_Otu0000137,leaf_Otu0000152,leaf_Otu0000157,leaf_Otu0000179,leaf_Otu0000246,leaf_Otu0000365,root_Otu0000001,root_Otu0000002,root_Otu0000003,root_Otu0000004,root_Otu0000005,root_Otu0000006,root_Otu0000007,root_Otu0000009,root_Otu0000011,root_Otu0000016,root_Otu0000017,root_Otu0000019,root_Otu0000020,root_Otu0000021,root_Otu0000024,root_Otu0000026,root_Otu0000028,root_Otu0000030,root_Otu0000041,root_Otu0000046,root_Otu0000049,root_Otu0000050,root_Otu0000051,root_Otu0000058,root_Otu0000063,root_Otu0000064,root_Otu0000070,root_Otu0000075,root_Otu0000076,root_Otu0000100,root_Otu0000102,root_Otu0000114,root_Otu0000121,root_Otu0000122,root_Otu0000144,root_Otu0000146,root_Otu0000156,root_Otu0000163,root_Otu0000174,root_Otu0000199,root_Otu0000238,root_Otu0000258,root_Otu0000284,root_Otu0000989,plant_OTU1,plant_OTU3,plant_OTU4,plant_OTU7,plant_OTU8,plant_OTU10,plant_OTU15,plant_OTU16,plant_OTU18,plant_OTU20,plant_OTU27,plant_OTU46,plant_OTU49,plant_OTU65,plant_OTU67,plant_OTU71,plant_OTU72,plant_OTU78,plant_OTU83,plant_OTU87,plant_OTU88,plant_OTU100,plant_OTU109,plant_OTU113,plant_OTU114,plant_OTU132,plant_OTU136,plant_OTU143,plant_OTU145,plant_OTU146,plant_OTU147,plant_OTU149,plant_OTU154,plant_OTU159,plant_OTU179,plant_OTU192,plant_OTU196,plant_OTU198,plant_OTU202,plant_OTU203,plant_OTU204,plant_OTU216,plant_OTU223,plant_OTU234,plant_richness,plant_Shannon
BROU-A,0.7114581626563101,0.8834314763668956,-0.09460458240946046,0.3643724696356273,0.7391304347826086,1.478552278820376,0.6743515850144104,0.26685796269727396,0.33561957018747146,-0.08962655601659766,-0.12398921832884079,-1.2628571428571422,-0.6632302405498283,-0.7887857548778179,1.2277456647398843,-0.09806709911723194,0.6005410279531106,-0.030418250950570356,-0.24022662889518412,0.3894818744101895,-0.21681415929203549,-0.2166134185303513,3.6305220883534144,-0.09669632940225216,0.0,-0.4954160448820457,-0.3664149933880429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.47802680330738,0.0,1.7878464394508322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.02545769483842,0.0,0.0,0.0,2.15044744641952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69262492506073,2.11032725937664,0.0,0.0,0.0,0.0,1.26944054569076,0.0,0.0,4.03130891780903,0.0,0.0,6.15678559587612,0.0,0.0,0.0,-0.07105774108745412,0.0,-0.4418126578104494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4140572203215243,0.0,0.0,0.0,0.617441845543331,0.0,0.557511001822953,0.0,0.0,0.0,0.0,1.1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13768115942028983,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7058823529411765,0.0,10.909090909090908,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49748110831234255,0.0,0.0,0.0,0.0,4.0,48.0,1.025,1.4341900011142252
BROU-B,0.7588658777777642,0.8970006352056494,1.0790835181079084,-1.141700404858299,-2.413043478260869,1.695710455764076,1.0201729106628257,0.7661406025824965,0.8806584362139916,-0.006639004149377452,-0.0053908355795149005,-1.9542857142857142,-0.26460481099656363,-1.0774767948475092,0.38381502890173425,-0.10519925178030344,1.1042981665163805,0.6235741444866919,3.6736543909348436,0.3853748758829816,-0.09955752212389396,-0.09904153354632587,3.5694779116465867,-0.01020745342404317,0.0,0.7549868881108063,0.396616398682508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.918835618161117,1.8577244990210338,0.0,0.0,0.0,0.0,0.0,0.0,2.21225387883816,0.0,0.0,0.0,0.0,1.61518534026486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6752451536751733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81583880068086,0.0,0.0,0.0,1.33527069694599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07105774108745412,0.0,0.4343987318934437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.27943379765368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,17.2,11.999999999999998,0.4,0.4,0.0,0.0,8.8,4.0,0.0,0.2,0.8,0.6666666666666667,0.25,6.67391304347826,0.4,13.4,2.2,0.0,0.0,0.0,5.0,5.552941176470589,2.6,3.818181818181818,0.0,7.8,0.0,0.8,0.0,0.0,0.009195402298850575,5.2,15.680000000000001,0.0,2.0,-0.04408060453400504,0.0,4.8,0.6,0.0,2.4,2.2,0.5749999999999997,0.7035668063733687
BROU-C,0.7590497265249734,0.8970094214516597,1.0790835181079084,-1.141700404858299,-2.413043478260869,1.695710455764076,1.0201729106628257,0.7661406025824965,0.8824874256973022,0.4481327800829874,-0.08086253369272235,-1.268571428571429,-0.09278350515463907,-0.6819473385110818,0.5398843930635839,7.249833182012094,0.7376014427412078,-0.091254752851711,0.13144475920679888,0.7180056653012525,0.23230088495575205,0.23194888178913745,3.0168674698795184,-0.020624284251579254,0.0,-0.16194615047041816,-0.3664149933880429,0.0,0.0,0.0,0.0,0.0,1.42775607333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63365776004689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.267490502954878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07105774108745412,0.0,-0.4418126578104494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6666666666666667,1.25,1.3840579710144927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2727272727272725,0.0,27.333333333333332,0.0,4.0,0.0,0.0,0.04597701149425287,23.0,78.4,0.0,10.0,0.006297229219143576,0.0,20.0,0.0,0.0,12.0,0.0,1.65,1.334338278779152
BULA-A,-0.6351932113499268,-0.9891467896155361,0.5262379896526238,-0.7530364372469648,-0.10869565217391297,0.08713136729222559,0.276657060518733,0.057388809182209746,0.4197530864197532,6.147717842323651,1.9568733153638809,-0.21094372294372374,0.2032939401558964,0.09952619303014393,0.11278059505656242,0.7040156644825362,0.12774971832985776,0.13025729548158366,0.26672691565720724,0.2554229637881048,9.672566371681414,9.696485623003195,0.6619656540271515,-0.09669632940225216,75.83812085014486,-0.24705857875167528,0.3033339364232482,0.0,0.0,1.27776515792698,0.0,0.0,0.0,43.189921043431376,0.9740470445517067,0.0,0.0,0.0,0.0,0.730057619524583,0.0,0.0,0.0,0.0,0.0,0.0,4.63578640967185,0.0,0.0,0.0,0.623157584316001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.685193381633428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33140727433614,0.0,0.0,0.0,0.0,0.0,0.0,0.03165024389495301,20.4885496628803,-0.4418126578104494,0.867593504667832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.627937612645328,0.0,0.0,0.0,0.0,0.0,4.46667366571337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.53933585185676,0.0,0.0,2.99657230880632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07677231008912,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.444444444444445,0.0,0.0,0.0,0.0,0.0,-0.13768115942028983,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6091954022988506,0.0,1.6,0.0,0.0,1.2027707808564232,12.0,0.0,0.0,0.0,0.0,0.0,-0.6000000000000001,-0.7396205634551261
BULE-B,-0.8165480713599754,-0.21370067296653822,0.6267553584626755,-0.3076923076923067,0.6521739130434782,-0.36595174262734537,0.7492795389049007,0.9354375896700143,0.3283036122542293,0.19917012448132768,-0.3396226415094337,-0.20571428571428538,0.7731958762886599,0.21973858685357067,-0.13641618497109814,-0.24427622871019608,-0.0018034265103697702,-0.5247148288973383,-1.4708215297450427,1.1324345046764173,-0.09955752212389396,-0.10159744408945691,-0.17991967871485945,0.1759168446872074,2.6026872811404065,0.01230809849018947,-0.3664149933880429,1.5359032427403123,2.8678154762818826,1.09125479536677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608043431133677,2.7111218898161384,0.0,0.0,0.0,0.0,0.0,19.8285036455031,2.92116911500289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5893305539707885,0.0,0.0,0.594711058944036,0.0,0.0,0.0,1.36967548708808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04169285508946342,0.0,0.010133730546844908,0.0,0.0,0.0,11.729938466617863,0.0,0.877554513946643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1092560595508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.856338921376296,0.0,0.0,0.0,0.0,0.0,2.47332124485102,0.0,-0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,-0.13768115942028983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7058823529411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8850574712643677,0.0,0.0,0.0,0.0,1.857682619647355,0.0,0.0,0.0,0.0,0.0,0.0,-0.3500000000000001,-0.605484987957796
CAMA-C,0.4666011033029838,1.0910880108278502,0.24833702882483372,0.08906882591093256,0.021739130434782598,1.6152815013404829,-0.04034582132564781,-0.37876614060258246,0.7745770461819842,0.12946058091286294,0.1671159029649596,0.6228571428571418,-0.23711340206185572,-0.15154385300246262,0.5109826589595379,4.111686010260672,-0.2182146077547342,-0.0532319391634981,-0.31728045325779036,0.8978210987099755,0.09955752212389364,0.09904153354632587,-0.17991967871485945,-0.09669632940225216,0.0,-0.3888447734953763,0.28456370018490657,0.0,0.0,1.24945968444944,0.0,0.0,0.0,0.0,0.4307666473979454,0.0,0.0,0.0,0.0,3.23384534155748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13466524733465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77323596870495,0.0,-0.07105774108745412,0.0,0.2922092437503155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5375743152122994,0.0,0.0,0.0,0.671375039992258,0.0,0.606209271118703,0.0,47.01850141325199,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,0.0,0.0,0.0,0.0,0.0,-0.13768115942028983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4219143576826196,0.0,0.0,0.0,0.0,0.0,5.0,-0.9750000000000001,-0.6794095463389124
CAMA-D,0.46499839132344645,1.0905624335664954,0.23651145602365115,0.10526315789473617,0.13043478260869573,1.6581769436997327,-0.02881844380403454,-0.37302725968436135,0.8074988568815725,-0.1892116182572615,-0.522911051212938,-0.4799999999999999,-0.09278350515463907,-0.26520174275430985,0.8404624277456649,0.4600238467681064,-0.2566877066426212,-0.5247148288973383,-0.8861189801699716,-0.3053665714965474,-0.46460176991150454,-0.46581469648562285,0.3630522088353413,-0.09669632940225216,0.0,-0.4226715801256999,-0.11326981062039047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.569143190745859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07105774108745412,0.0,1.8109707649629931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.55468904388647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8964506963951422,0.0,0.0,0.0,0.828076828247382,5.51834249137791,0.747701091908215,0.0,0.0,0.0,0.0,0.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4855072463768115,24.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2941176470588234,0.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32115869017632237,2.0,0.0,0.0,0.0,47.0,356.0,1.65,-0.2401476776974962
CAMA-E,0.4666011033029838,1.0910880108278502,0.24833702882483372,0.08906882591093256,0.021739130434782598,1.6152815013404829,-0.04034582132564781,-0.37876614060258246,0.7745770461819842,-0.47468879668049807,1.2668463611859835,0.46285714285714313,-0.13402061855670097,-0.06819473385110833,-0.6919075144508671,0.3619567476508744,-0.4694920348662461,-0.12927756653992395,-0.24249291784702554,-0.8206151698851415,-0.09734513274336296,-0.09904153354632587,-0.17991967871485945,-0.09669632940225216,0.0,-0.19529932111566178,0.005277832206421863,0.0,0.0,0.24989193688988798,0.0,0.2913141494123267,0.0,58.61592560952785,0.2217803073214259,0.0,3.548152921208466,0.0,0.0,0.646769068311496,1.5578394322412519,0.0,0.7423774722221599,0.515215540638546,0.0,1.094487665283379,0.0,0.0,0.0,0.0,0.42693304946693,2.32332646815998,0.0,0.0,0.0,0.0,1.18829179307249,0.0,0.402021467932064,0.0,0.0,0.0,0.496802041078338,0.0,0.10659236630192459,1.65936131837073,0.0,0.0,1.510775297701118,0.0,0.0,0.0,2.821339769677853,0.305194201955156,0.0,0.0,0.0,0.0,0.219040641821496,0.0,0.1605579936731658,0.0,0.58265273049891,0.0,0.0,0.0,0.15464719374099,0.658419328085996,-0.056042955627596557,0.0,0.155548407056392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.553655977005586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.710937808777294,0.5869765931120561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9137799514351452,0.0,0.0,0.0,0.29989037364792803,1.103668498275582,0.2707820726053836,0.0,10.851052530256585,0.0,0.0,0.1,0.8,0.2,20.0,0.0,0.0,0.2,0.0,0.4,0.4444444444444445,0.0,0.6,0.0,0.0,0.0,0.7318840579710144,5.6,0.0,0.0,0.0,0.4,0.23529411764705882,0.0,0.7999999999999999,0.4,0.0,1.0,0.19999999999999998,0.0,0.2,0.2,0.0,0.009195402298850575,0.8,3.3600000000000003,0.0,0.0,-0.18513853904282113,1.8,0.0,0.0,0.0,9.4,72.2,0.2749999999999999,-0.053600661678365566
CAPE-A,0.8647066191513408,0.37900830040654365,0.026607538802660754,-0.2995951417004033,-0.6521739130434782,0.25871313672922275,-0.17291066282420722,0.2439024390243904,-0.0192043895747602,-0.8979253112033196,-0.24258760107816707,-0.7657142857142857,-0.8694158075601375,-1.2509945065353287,-0.25780346820809247,-0.5188641062384456,-0.11121130147279859,-0.5247148288973383,-0.07705382436260624,0.0384165019821295,-0.8960176991150441,-0.8952076677316294,2.2907630522088356,-0.09669632940225216,0.0,0.9535405832099818,0.7575590662280666,0.0,0.0,0.0,0.0,9.086102273555907,0.0,0.0,0.0,0.8633689605478536,1.3378849367434524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5189826703200704,0.0,0.0,0.0,0.0,0.549480471437397,0.855641928130306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.628719839728175,0.717914506220086,0.0,0.0,0.0,0.0,0.0,0.529841203345754,3.84871903394203,0.0,0.0,0.0,0.0,0.742991822640707,0.0,0.0,0.0,0.0,0.0,0.0,2.30617214432466,0.0,0.0,1.64369986805951,-0.07105774108745412,0.0,-0.4418126578104494,0.0,0.0,0.0,0.6506155774013632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15849884167045,0.0,0.0,0.0,0.0,0.0,0.0,1.45749625215608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.90568159352597,0.0,0.0,0.0,8.19193199264574,0.0,0.0,0.0,0.0,0.0,0.9,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2.2222222222222223,0.5,3.0,0.0,3.3333333333333335,0.0,1.3115942028985508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1764705882352942,0.0,1.8181818181818181,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28337531486146095,21.0,0.0,0.0,0.0,1.0,0.0,1.525,1.6191085341081486
CARL-A,-0.47899335092059564,-0.09853854775734057,0.21286031042128603,-0.22672064777327913,-0.6521739130434782,-0.5777479892761387,0.057636887608069974,0.08895265423242495,-0.23502514860539556,-0.4780082987551868,-0.2964959568733153,0.5657142857142858,-0.20962199312714777,0.07577192650123131,-0.9716763005780349,-0.6900357701521594,-0.4105801021941691,-0.5247148288973383,-0.9019830028328613,-0.4138933096780553,-0.5929203539823009,-0.592332268370607,-0.17991967871485945,-0.09669632940225216,0.0,0.40431159619592677,1.5482820195522018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41574135770037,1.2514555357295736,5.057518823590223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.155848658899864,0.0,0.0,0.0,1.68582209558946,0.0,4.59188042772327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.68603635472774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1931970365155,0.0,0.0,0.0,0.0,0.831606769987049,0.0,-0.07105774108745412,0.0,1.4765625357209433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61529854397915,0.0,4.32585401862131,0.0,0.0,0.0,0.0,0.0,0.0,4.33122578674652,1.87292283620947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.17034831231415,0.0,0.0,0.0,22.1049778393185,0.0,0.0,0.0,80.3,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.625,-0.13768115942028983,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1070528967254408,0.0,0.0,0.0,0.0,0.0,0.0,-0.6000000000000001,-0.23179098848919605
CASS-A,0.9601185052535329,0.8007449139117628,0.8957871396895787,-1.044534412955468,-2.0434782608695645,1.4249329758713145,1.1066282420749303,0.898134863701578,0.7928669410150889,0.009958506224066178,1.7951482479784362,-0.7142857142857143,-0.32646048109965636,-0.44553892782723997,0.14104046242774557,0.586619556537624,-0.0835587616471298,0.8288973384030418,0.7818696883852689,-0.0032788276010129584,0.743362831858407,0.7431309904153356,1.082730923694779,-0.09669632940225216,0.0,-0.40386495268521877,-0.3664149933880429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.921674140571577,0.0,0.0,0.5338300413973526,0.0,0.0,0.0,0.0,2.49296382339301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.011256180854526,0.0,0.0,0.0,6.50193263881895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32078674845428,0.0,2.05742080875453,0.0,0.0,1.10880890468665,0.0,0.0,0.0,1.17707219258602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07105774108745412,0.0,-0.4418126578104494,0.0,0.0,0.0,10.563157365930435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87778953216584,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13768115942028983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8181818181818181,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,-0.5100755667506297,0.0,0.0,0.0,0.0,0.0,0.0,-0.8500000000000001,-1.658213554121347
CAST-A,0.28928670545500357,-0.07013820565287096,-0.5528455284552846,0.42105263157894945,0.41304347826086957,-0.44906166219839083,-0.25360230547550466,-0.32424677187948325,-0.5148605395518975,-0.8790041493775935,0.9757412398921828,0.6742857142857152,0.5945017182130584,-0.34248910778556546,0.5745664739884395,-0.042792915978428485,0.5608656447249769,-0.12927756653992395,-0.07025495750708212,0.017906262471631126,-0.6570796460176991,-0.6575079872204473,-0.17991967871485945,-0.09669632940225216,0.0,-0.35963468767346046,1.893253233524236,6.802441154722835,17.875542242723633,18.3168005384294,1.20556874872136,0.0,0.0,0.0,5.2215938316786,1.5833321957431872,9.165386808777658,0.0,0.992600457923293,1.81952002424203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61204443587682,0.0,0.0,3.1716132423080734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42762324318234,0.0,0.0,0.0019487522931038845,0.0,0.41509850874950854,0.0,7.39477962443904,8.16320599767965,0.0,2.08914494261535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.46474589430413,0.0,3.72599229778168,21.4225394892914,0.0,0.0,0.0,0.0,0.0,1.66793116611858,0.0,0.0,0.0,0.0,1.7351497850424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.727334835580807,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,10.0,0.0,0.0,0.0,28.125,8.847826086956522,0.0,4.0,11.0,0.0,0.0,4.705882352941176,0.0,1.1764705882352942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9770114942528736,0.0,0.0,1.0,3.0,1.9710327455919394,0.0,0.0,0.0,0.0,0.0,0.0,0.6499999999999999,0.492241135481217
